timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1743787538510,216,Scn-1_Stp-03_EnterTheCredentialAndClickOnLoginButton,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario-1_ShoppingFish_Open Model Thread Group 1-40,,true,,230,997,19,19,null,0,3321,0
1743787541830,216,Scn-1_Stp-03_EnterTheCredentialAndClickOnLoginButton,302,,Scenario-1_ShoppingFish_Open Model Thread Group 1-40,,true,,230,997,19,19,https://petstore.octoperf.com/actions/Account.action,216,0,0
1743787539297,220,Scn-1_Stp-05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario-1_ShoppingFish_Open Model Thread Group 1-38,,true,,4243,662,19,19,null,0,3157,0
1743787542452,220,Scn-1_Stp-05_ClickOnProduct,200,,Scenario-1_ShoppingFish_Open Model Thread Group 1-38,text,true,,4243,662,19,19,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,220,0,0
1743787539231,220,Scn-1_Stp-03_EnterTheCredentialAndClickOnLoginButton,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario-1_ShoppingFish_Open Model Thread Group 1-41,,true,,230,999,19,19,null,0,3458,0
1743787542688,220,Scn-1_Stp-03_EnterTheCredentialAndClickOnLoginButton,302,,Scenario-1_ShoppingFish_Open Model Thread Group 1-41,,true,,230,999,19,19,https://petstore.octoperf.com/actions/Account.action,220,0,0
1743787539537,224,Scn-1_Stp-06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario-1_ShoppingFish_Open Model Thread Group 1-34,,true,,4811,665,19,19,null,0,3203,0
1743787542740,224,Scn-1_Stp-06_ClickOnAddToCart,200,,Scenario-1_ShoppingFish_Open Model Thread Group 1-34,text,true,,4811,665,19,19,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-20,224,0,0
1743787539403,217,Scn-1_Stp-07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario-1_ShoppingFish_Open Model Thread Group 1-32,,true,,5537,644,19,19,null,0,3492,0
1743787542895,217,Scn-1_Stp-07_ClickOnProceedToCheckOut,200,,Scenario-1_ShoppingFish_Open Model Thread Group 1-32,text,true,,5537,644,19,19,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,217,0,0
1743787539736,421,Scn-1_Stp-10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario-1_ShoppingFish_Open Model Thread Group 1-29,,true,,5278,1255,19,19,null,0,3034,0
1743787542770,421,Scn-1_Stp-10_ClickOnSignOut,200,,Scenario-1_ShoppingFish_Open Model Thread Group 1-29,text,true,,5278,1255,19,19,https://petstore.octoperf.com/actions/Catalog.action,210,0,0
1743787542770,210,Scn-1_Stp-10_ClickOnSignOut-0,302,,Scenario-1_ShoppingFish_Open Model Thread Group 1-29,,true,,230,632,19,19,https://petstore.octoperf.com/actions/Account.action?signoff=,210,0,0
1743787542980,211,Scn-1_Stp-10_ClickOnSignOut-1,200,,Scenario-1_ShoppingFish_Open Model Thread Group 1-29,text,true,,5048,623,19,19,https://petstore.octoperf.com/actions/Catalog.action,211,0,0
